"age","gender","race","income","education","stratum","strata_n","m1Am","m1Bmfit","m1Bmupr","m1Bmlwr","m2Bmfit","m2Bmupr","m2Bmlwr","m2BmfitL","m2BmuprL","m2BmlwrL","m2BmF","mean_bmi","mean_obesity","rank"
"old","female","black","ilow","elow","oldfemaleblackilowelow",217,27.9253349608779,27.8633615710273,28.4622720530942,27.2115661510277,0.320318533085591,0.378858915913721,0.264933639212937,-0.761607328576086,-0.486574018041749,-1.01814497802481,-1.06358041606435,28.0951204942354,35.0230414746544,152
"old","female","black","ilow","emid","oldfemaleblackilowemid",55,26.6535543065769,26.8124042334766,27.712270459222,25.8510962018614,0.241055611904129,0.314492278733162,0.180100612620425,-1.13387044206596,-0.76634490273994,-1.51561756197542,-1.09719579891351,26.5619553627511,21.8181818181818,79
"old","female","black","ilow","ehigh","oldfemaleblackilowehigh",7,26.7896901050228,26.8421075783548,27.9821921233869,25.6806003198696,0.224991477925679,0.306549700433703,0.160807334947349,-1.23369028756696,-0.80417597523976,-1.65500008571026,-1.21013312335288,26.7104312814509,14.2857142857143,80
"old","female","black","imid","elow","oldfemaleblackimidelow",399,27.3586809880439,27.4056971472829,27.9644256791102,26.8291945437965,0.268974801033524,0.313902439482236,0.228474224135725,-0.990035745548489,-0.753864765802772,-1.23676643153707,-0.974282120332093,27.4042519234911,26.8170426065163,121
"old","female","black","imid","emid","oldfemaleblackimidemid",111,27.7735865399984,27.8040621821738,28.5530611212258,27.0011560475373,0.303733614096572,0.375458881917882,0.242567133976985,-0.81771931885124,-0.515694909592887,-1.13354916636849,-1.00789750318125,28.0604891209705,34.2342342342342,149
"old","female","black","imid","ehigh","oldfemaleblackimidehigh",24,27.6788028023347,27.6536491568214,28.6125892738699,26.6234386608643,0.272610802998676,0.358717495760438,0.200641686591046,-0.968868710101294,-0.581760263660807,-1.37534046273977,-1.12083482762062,28.8756708800232,41.6666666666667,141
"old","female","black","ihigh","elow","oldfemaleblackihighelow",170,27.4621188714976,27.5275455488882,28.2071184052305,26.8286374233574,0.275830506369236,0.338836038623294,0.220742206102476,-0.966776872891912,-0.670069634543771,-1.24792259861416,-1.01438762622165,27.5891138610406,28.2352941176471,130
"old","female","black","ihigh","emid","oldfemaleblackihighemid",103,27.6432707531848,27.6894309985956,28.4476247227004,26.8917152648618,0.277693744786399,0.344109670425753,0.218965960830737,-0.972757499557951,-0.652519325128214,-1.30149132344928,-1.04800300907081,27.9107922769543,29.126213592233,143
"old","female","black","ihigh","ehigh","oldfemaleblackihighehigh",118,26.493302832611,26.6816285982825,27.4950952145636,25.9367521103755,0.194748460481108,0.254911553421006,0.145517141097562,-1.4140449013382,-1.06572775196158,-1.76088779862159,-1.16094033351017,26.4058856051875,14.4067796610169,71
"old","female","brown","ilow","elow","oldfemalebrownilowelow",1002,27.1020872429489,27.0856199868573,27.5194523046572,26.6385226962142,0.262309483020056,0.296431278126193,0.228895631374845,-1.03518842228989,-0.859960748276363,-1.22001199658541,-1.17954348567655,27.1118006512785,26.4471057884232,94
"old","female","brown","ilow","emid","oldfemalebrownilowemid",222,26.4636048852831,26.4692492183465,27.1278948963764,25.8096066017872,0.220998060839903,0.27170648329201,0.176930384301438,-1.25655932639029,-0.976193753730645,-1.52122902473383,-1.21315886852571,26.4127345017782,21.6216216216216,57
"old","female","brown","ilow","ehigh","oldfemalebrownilowehigh",45,26.4626233540469,26.4151120395006,27.3694143399216,25.4844628381265,0.208165539106149,0.279656050551582,0.148501202058672,-1.3403386406739,-0.941494232207489,-1.71401700517583,-1.32609619296508,26.2109445041077,20,52
"old","female","brown","imid","elow","oldfemalebrownimidelow",1559,27.1447777182739,27.1463910257679,27.5239291276098,26.7303267343788,0.248402666892716,0.2796996749588,0.219427671379261,-1.1030661697904,-0.948577395748094,-1.26936233770412,-1.0902451899443,27.1519224831313,24.8877485567672,99
"old","female","brown","imid","emid","oldfemalebrownimidemid",412,27.1909394812319,27.1839854397564,27.7312893281331,26.651611830949,0.241450862828419,0.287927243819788,0.20515586759989,-1.13536141914513,-0.899394639909822,-1.35823481127519,-1.12386057279346,27.2216648592082,24.2718446601942,103
"old","female","brown","imid","ehigh","oldfemalebrownimidehigh",100,27.0430340748759,27.051702575035,27.8885937075977,26.286612005553,0.239283458979023,0.305872394334116,0.183626390174807,-1.14225962970183,-0.847865841855791,-1.4567348499977,-1.23679789723282,27.1209154446474,26,92
"old","female","brown","ihigh","elow","oldfemalebrownihighelow",645,27.7115680318288,27.6972009492832,28.155821532162,27.2014336142331,0.28130335628331,0.321913693507256,0.240276321707194,-0.936072239175559,-0.739352560520081,-1.12561968431015,-1.13035069583385,27.7577755291708,28.8372093023256,144
"old","female","brown","ihigh","emid","oldfemalebrownihighemid",497,27.246218705245,27.2542802382164,27.7783299704772,26.7334690411954,0.25080531974532,0.2963468635414,0.211676848074701,-1.08535793743946,-0.867157986754168,-1.31323998031386,-1.16396607868301,27.2753520512698,25.5533199195171,110
"old","female","brown","ihigh","ehigh","oldfemalebrownihighehigh",506,27.2184103544911,27.2086221127515,27.7021610837863,26.6868494585782,0.241194676686676,0.28396006923388,0.202038533148541,-1.14393059345648,-0.930522683109359,-1.37476956295358,-1.27690340312238,27.2452157054047,24.703557312253,106
